Date	Payee	Amount	Category	Memo	Status	Number
2023-07-09	CIC	-120	Retrait despèces		R	
2023-07-10	CARREFOUR	-17,96	Alimentation:Supermarché		R	
2023-07-11	CARREFOUR	-13,89	Alimentation:Supermarché		R	
2023-07-12	CARREFOUR	-16,37	Alimentation:Supermarché		R	
2023-07-12	PHOTOMATON	-8	Logement:Frais généraux:Photographie		R	
2023-07-13	CARREFOUR	-31,37	Alimentation:Supermarché		R	
2023-07-13	TABAC PRESSE	-29,9	Junk:Tabac		R	
2023-07-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-07-13	DRFIP ILLE ET VILAINE	-86	Taxes et impôts		R	
2023-07-14	CARREFOUR	-19,37	Alimentation:Supermarché		R	
2023-07-14	CARREFOUR	-11,46	Alimentation:Supermarché		R	
2023-07-15	CARREFOUR	-12,35	Alimentation:Supermarché		R	
2023-07-15	ATM	-150	Retrait despèces		R	
2023-07-16	AMAZON	-16,8	Logement:Equipement		R	
2023-07-16	AMAZON	-23,48	Logement:Equipement		R	
2023-07-16	GIFI	-17,97	Logement:Equipement		R	
2023-07-17	CARREFOUR	-25,96	Alimentation:Supermarché		R	
2023-07-17	TABAC PRESSE	-17,69	Junk:Tabac		R	
2023-07-17	POST-PAIEMENT	-20,28	Non attribué		R	
2023-07-18	CARREFOUR	-11,75	Alimentation:Supermarché		R	
2023-07-19	CARREFOUR	-20,48	Alimentation:Supermarché		R	
2023-07-19	MR OU MME BONNEFOY	150	Dettes personnelles		R	
2023-07-20	MAVROMMATIS	-18	Alimentation:Restaurant		R	
2023-07-20	CARREFOUR	-15	Alimentation:Supermarché		R	
2023-07-20	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-20	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-20	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-20	TABAC PRESSE	-27,3	Junk:Tabac		R	
2023-07-20	AMAZON	-8,92	Logement:Equipement		R	
2023-07-21	CARREFOUR	-18,27	Alimentation:Supermarché		R	
2023-07-21	PHARDEX	70,6	Revenus du travail:Remboursements de frais		R	
2023-07-22	CARREFOUR	-29,54	Alimentation:Supermarché		R	
2023-07-22	CARREFOUR	-1,98	Alimentation:Supermarché		R	
2023-07-22	E.LECLERC	-27,28	Alimentation:Supermarché		R	
2023-07-22	INDIGO	-0,8	Automobile:Stationnement		R	
2023-07-22	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-07-24	CARREFOUR	-13,71	Alimentation:Supermarché		R	
2023-07-24	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-24	INDIGO	-1,1	Automobile:Stationnement		R	
2023-07-24	TABAC PRESSE	-13,7	Junk:Tabac		R	
2023-07-24	UBER	-10,29	Transport:VTC-Taxi		R	
2023-07-25	CARREFOUR	-21,78	Alimentation:Supermarché		R	
2023-07-25	TABAC PRESSE	-21,7	Junk:Tabac		R	
2023-07-25	ATM	-300	Retrait despèces		R	
2023-07-25	STE PHARDEX	2783,15	Revenus du travail:Salaire brut:Salaire net		R	
2023-07-25	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2023-07-25	APGIS	-6,6	Santé:Participation mutuelle		R	
2023-07-25	APGIS	-2,13	Santé:Participation mutuelle		R	
2023-07-25	APGIS	-6,6	Santé:Participation mutuelle		R	
2023-07-25	UBER	-10,91	Transport:VTC-Taxi		R	
2023-07-26	CMNE DE PARIS	-6,2	Automobile:Stationnement		R	
2023-07-26	LYDIA	-4,5	Frais bancaires		R	
2023-07-26	LE SAINT AUGU	-18,7	Junk:Tabac		R	
2023-07-26	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2023-07-27	CARREFOUR	-21,31	Alimentation:Supermarché		R	
2023-07-27	INDIGO	-2,5	Automobile:Stationnement		R	
2023-07-27	LYDIA	-2,25	Frais bancaires		R	
2023-07-27	AMAZON	-20,88	Logement:Equipement		R	
2023-07-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-07-27	S N B	-39,9	Non attribué		R	
2023-07-27	PHARMACIE REPUBLIQUE	31,98	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-07-27	ATM	-100	Retrait despèces		R	
2023-07-27	PHARMACIE REPUBLIQUE	-31,98	Santé:Paharmacie		R	
2023-07-27	PHARMACIE REPUBLIQUE	-31,98	Santé:Paharmacie		R	
2023-07-27	PHARMACIE PREMIERE	-41,32	Santé:Paharmacie		R	
2023-07-27	UBER	-0,61	Transport:VTC-Taxi		R	
2023-07-28	CARREFOUR	-19,56	Alimentation:Supermarché		R	
2023-07-28	LYDIA	-1,5	Frais bancaires		R	
2023-07-28	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-29	CARREFOUR	-14,32	Alimentation:Supermarché		R	
2023-07-29	ATM	-150	Retrait despèces		R	
2023-07-30	LYDIA	-2,25	Frais bancaires		R	
2023-07-30	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-07-31	CARREFOUR	-13,6	Alimentation:Supermarché		R	
2023-07-31	CARREFOUR	-25,04	Alimentation:Supermarché		R	
2023-07-31	LYDIA	-9,9	Frais bancaires		R	
2023-07-31	TABAC PRESSE	-18,6	Junk:Tabac		R	
2023-08-01	CARREFOUR	-14,15	Alimentation:Supermarché		R	
2023-08-01	CARREFOUR	-15,81	Alimentation:Supermarché		R	
2023-08-01	ATM	-180	Retrait despèces		R	
2023-08-02	CARREFOUR	-16,61	Alimentation:Supermarché		R	
2023-08-03	CARREFOUR	-16,03	Alimentation:Supermarché		R	
2023-08-03	CARREFOUR	-16,24	Alimentation:Supermarché		R	
2023-08-03	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2023-08-04	CARREFOUR	-17,85	Alimentation:Supermarché		R	
2023-08-04	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-08-05	TABAC PRESSE	-18,7	Junk:Tabac		R	
2023-08-05	FREE MOBILE	-36,98	Logement:Frais généraux:Téléphone mobile		R	
2023-08-05	ATM	-100	Retrait despèces		R	
2023-08-06	CARREFOUR	-13,42	Alimentation:Supermarché		R	
2023-08-06	CARREFOUR	-12,49	Alimentation:Supermarché		R	
2023-08-06	PICARD	-8	Alimentation:Supermarché		R	
2023-08-06	MEDIUM	-4,57	Loisirs:Service Numérique		R	
2023-08-07	CARREFOUR	-23,4	Alimentation:Supermarché		R	
2023-08-08	TOTAL	-200	Automobile:Carburant		R	
2023-08-08	COFIROUTE	-21,2	Automobile:Péage		R	
2023-08-08	PEAGE AUTOROUTE ASF	-15	Automobile:Péage		R	
2023-08-08	PEAGE AUTOROUTE ASF	-3,1	Automobile:Péage		R	
2023-08-08	PEAGE AUTOROUTE ASF	-1,8	Automobile:Péage		R	
2023-08-08	TABAC PRESSE	-23	Junk:Tabac		R	
2023-08-08	TOTAL	160,12	Pending:Pending Carburant		R	
2023-08-09	CASHBACK SUMERIA	0,51	Cashback		R	
2023-08-11	ESTACIO SERVEI PIC BLANC	-73,57	Automobile:Carburant		R	
2023-08-11	GASOPAS- TERMINALS	-10	Automobile:Carburant		R	
2023-08-11	SUPERMERCAT ALFA	-128,58	Junk:Tabac		R	
2023-08-11	GASOPAS	0	Remboursements divers:Remboursements divers		R	
2023-08-11	PHARDEX	88,8	Revenus du travail:Remboursements de frais		R	
2023-08-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-08-14	CARREFOUR	-27,37	Alimentation:Supermarché		R	
2023-08-14	COFIROUTE	-21,2	Automobile:Péage		R	
2023-08-14	PEAGE AUTOROUTE ASF	-15	Automobile:Péage		R	
2023-08-14	PEAGE AUTOROUTE ASF	-1,8	Automobile:Péage		R	
2023-08-14	PEAGE AUTOROUTE ASF	-3,1	Automobile:Péage		R	
2023-08-15	CAFE DU NORD	-16,1	Alimentation:Restaurant		R	
2023-08-15	LA BUTTE GLACEE	-15,8	Alimentation:TakeAway		R	
2023-08-15	STARBUCKS	-8,35	Alimentation:TakeAway		R	
2023-08-16	CARREFOUR	-18,47	Alimentation:Supermarché		R	
2023-08-16	ATM	-150	Retrait despèces		R	
2023-08-17	CARREFOUR	-12,72	Alimentation:Supermarché		R	
2023-08-17	TABAC PRESSE	-22,3	Junk:Tabac		R	
2023-08-18	TOTAL	-200	Automobile:Carburant		R	
2023-08-18	TOTAL	149,99	Pending:Pending Carburant		R	
2023-08-18	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-08-19	PHARMACIE KERMEN	-22,8	Santé:Paharmacie		R	
2023-08-20	CARREFOUR	-20,53	Alimentation:Supermarché		R	
2023-08-20	CMNE DE NEUILLY SUR SEINE	-3	Automobile:Stationnement		R	
2023-08-20	JARDIN ACCLIMAT	-18	Loisirs:Spectacles		R	
2023-08-20	ATM	-150	Retrait despèces		R	
2023-08-21	AU PALAIS DES	-7,95	Alimentation:Restaurant		R	
2023-08-21	STARBUCKS	-12,5	Alimentation:TakeAway		R	
2023-08-21	PHARMACIE ORL	-14,8	Santé:Paharmacie		R	
2023-08-22	AU PALAIS DES	-6,2	Alimentation:Restaurant		R	
2023-08-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-08-23	FREE MOBILE	-45,61	Logement:Frais généraux:Téléphone mobile		R	
2023-08-24	JAMIES DELI	-8,6	Alimentation:Restaurant		R	
2023-08-24	RELAY	-14,5	Junk:Tabac		R	
2023-08-25	CARREFOUR	-24,26	Alimentation:Supermarché		R	
2023-08-25	FRANPRIX	-17,76	Alimentation:Supermarché		R	
2023-08-25	REL.PKG PORTE ST	-10	Automobile:Stationnement		R	
2023-08-25	TABAC PRESSE	-23,7	Junk:Tabac		R	
2023-08-25	ATM	-180	Retrait despèces		R	
2023-08-25	STE PHARDEX	1103,03	Revenus du travail:Salaire brut:Salaire net		R	
2023-08-25	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2023-08-25	APGIS	-6,6	Santé:Participation mutuelle		R	
2023-08-26	CARREFOUR	-22,08	Alimentation:Supermarché		R	
2023-08-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-08-28	FRANPRIX	-28,56	Alimentation:Supermarché		R	
2023-08-28	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-08-28	ATM	-40	Retrait despèces		R	
2023-08-29	CARREFOUR	-24,53	Alimentation:Supermarché		R	
2023-08-29	LYDIA	-1	Frais bancaires		R	
2023-08-29	TABAC PRESSE	-18,6	Junk:Tabac		R	
2023-08-29	ATM	-150	Retrait despèces		R	
2023-08-30	CARREFOUR	-19,6	Alimentation:Supermarché		R	
2023-08-30	YOUNITED	-32,4	Crédit:Mensualité		R	
2023-08-30	LYDIA	-2,25	Frais bancaires		R	
2023-08-31	CARREFOUR	-28,47	Alimentation:Supermarché		R	
2023-08-31	LYDIA	-9,9	Frais bancaires		R	
2023-09-01	CARREFOUR	-16,69	Alimentation:Supermarché		R	
2023-09-01	FRANPRIX	-40,4	Alimentation:Supermarché		R	
2023-09-01	CIC	-150	Retrait despèces		R	
2023-09-01	PHARMACIE TRAPEZE	-2,5	Santé:Paharmacie		R	
2023-09-02	FRANPRIX	-24,77	Alimentation:Supermarché		R	
2023-09-02	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-09-02	PHARMACIE TRAPEZE	-9,49	Santé:Paharmacie		R	
2023-09-03	CARREFOUR	-24,27	Alimentation:Supermarché		R	
2023-09-04	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-09-04	CARREFOUR	-17,81	Alimentation:Supermarché		R	
2023-09-04	DOCTOLIB	30	Pending:Pënding Doctolib		R	
2023-09-04	ATM	-70	Retrait despèces		R	
2023-09-04	DOCTOLIB	-65	Santé :Pending doctolib		R	
2023-09-05	CARREFOUR	-20,74	Alimentation:Supermarché		R	
2023-09-05	CARREFOUR	-18,92	Alimentation:Supermarché		R	
2023-09-06	CARREFOUR	-17,47	Alimentation:Supermarché		R	
2023-09-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-09-06	MEDIUM	-4,67	Loisirs:Service Numérique		R	
2023-09-07	CARREFOUR	-16,26	Alimentation:Supermarché		R	
2023-09-08	LE CENTRAL CAFE	-15,1	Alimentation:Restaurant		R	
2023-09-08	FRANPRIX	-20,17	Alimentation:Supermarché		R	
2023-09-09	CARREFOUR	-19,37	Alimentation:Supermarché		R	
2023-09-10	CARREFOUR	-15,93	Alimentation:Supermarché		R	
2023-09-12	CARREFOUR	-18,33	Alimentation:Supermarché		R	
2023-09-12	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-09-13	JB AU RENDEZ VOU	-14	Alimentation:Restaurant		R	
2023-09-13	COFIROUTE	-9,3	Automobile:Péage		R	
2023-09-13	TABAC PRESSE	-18,4	Junk:Tabac		R	
2023-09-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-09-14	CARREFOUR	-26,86	Alimentation:Supermarché		R	
2023-09-15	CARREFOUR	-7,76	Alimentation:Supermarché		R	
2023-09-15	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2023-09-18	CARREFOUR	-4,95	Alimentation:Supermarché		R	
2023-09-18	POLE EMPLOI DR IDF	943,95	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-09-18	CIC	-450	Retrait despèces		R	
2023-09-19	CARREFOUR	-19,66	Alimentation:Supermarché		R	
2023-09-19	CARREFOUR	-12,8	Alimentation:Supermarché		R	
2023-09-19	ATM	-100	Retrait despèces		R	
2023-09-19	ATM	-130	Retrait despèces		R	
2023-09-19	CIC	-70	Retrait despèces		R	
2023-09-20	INDIGO	-5,2	Automobile:Stationnement		R	
2023-09-20	MAIRIE DE PARIS	-4,25	Automobile:Stationnement		R	
2023-09-20	LUMIERE	-21,5	Non attribué		R	
2023-09-21	CARREFOUR	-26,92	Alimentation:Supermarché		R	
2023-09-21	CARREFOUR	-18,62	Alimentation:Supermarché		R	
2023-09-21	TABAC PRESSE	-18,7	Junk:Tabac		R	
2023-09-21	LA POSTE	-42,6	Logement:Frais généraux:Services postaux		R	
2023-09-22	FRANPRIX	-11,4	Alimentation:Supermarché		R	
2023-09-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-09-23	CARREFOUR	-16,35	Alimentation:Supermarché		R	
2023-09-23	MME MERCIER CELINE	30	Dettes personnelles		R	
2023-09-24	CARREFOUR	-14,1	Alimentation:Supermarché		R	
2023-09-25	CARREFOUR	-16	Alimentation:Supermarché		R	
2023-09-25	TABAC PRESSE	-16,4	Junk:Tabac		R	
2023-09-25	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2023-09-25	NATIONALE DISTRI	-21,36	Non attribué		R	
2023-09-25	ATM	-100	Retrait despèces		R	
2023-09-25	STE PHARDEX	2129,67	Revenus du travail:Salaire brut:Salaire net		R	
2023-09-26	CARREFOUR	-12,42	Alimentation:Supermarché		R	
2023-09-26	FRANPRIX	-25,3	Alimentation:Supermarché		R	
2023-09-26	LYDIA	-1,5	Frais bancaires		R	
2023-09-26	TABAC PRESSE	-18,3	Junk:Tabac		R	
2023-09-26	SA SUED	-38,97	Loisirs:Service Numérique		R	
2023-09-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-09-27	NATIONALE DISTRI	-19,9	Non attribué		R	
2023-09-28	BOULANGERIE	-2,8	Alimentation:Boulangerie		R	
2023-09-28	CARREFOUR	-20,17	Alimentation:Supermarché		R	
2023-09-28	MAIRIE DE PARIS	-8,25	Automobile:Stationnement		R	
2023-09-28	MAIRIE DE PARIS	-8,25	Automobile:Stationnement		R	
2023-09-28	FDADISTRIBUTION	-1,3	Non attribué		R	
2023-09-28	FDADISTRIBUTION	-1,3	Non attribué		R	
2023-09-28	FDADISTRIBUTION	-0,7	Non attribué		R	
2023-09-28	ATM	-300	Retrait despèces		R	
2023-09-29	CARREFOUR	-12,92	Alimentation:Supermarché		R	
2023-09-29	CARREFOUR	-14,43	Alimentation:Supermarché		R	
2023-09-29	LYDIA	-4,5	Frais bancaires		R	
2023-09-30	CARREFOUR	-17,25	Alimentation:Supermarché		R	
2023-09-30	CARREFOUR	-18,66	Alimentation:Supermarché		R	
2023-09-30	VINCI	-5	Automobile:Stationnement		R	
2023-09-30	LYDIA	-9,9	Frais bancaires		R	
2023-10-01	CARREFOUR	-15,71	Alimentation:Supermarché		R	
2023-10-02	FRANPRIX	-15,6	Alimentation:Supermarché		R	
2023-10-03	CARREFOUR	-11,84	Alimentation:Supermarché		R	
2023-10-03	CARREFOUR	-15,58	Alimentation:Supermarché		R	
2023-10-03	CARREFOUR	-9,23	Alimentation:Supermarché		R	
2023-10-04	CARREFOUR	-15,24	Alimentation:Supermarché		R	
2023-10-04	CARREFOUR	-12,78	Alimentation:Supermarché		R	
2023-10-05	CARREFOUR	-9,46	Alimentation:Supermarché		R	
2023-10-05	TABAC PRESSE	-18,4	Junk:Tabac		R	
2023-10-05	FREE HAUTDEBIT	-64,48	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-10-06	CARREFOUR	-18,03	Alimentation:Supermarché		R	
2023-10-06	CARREFOUR	-12,58	Alimentation:Supermarché		R	
2023-10-06	MEDIUM	-4,76	Loisirs:Service Numérique		R	
2023-10-07	MEDIUM	-0,01	Loisirs:Service Numérique		R	
2023-10-08	CARREFOUR	-9,62	Alimentation:Supermarché		R	
2023-10-08	ATM	-150	Retrait despèces		R	
2023-10-09	CARREFOUR	-16,14	Alimentation:Supermarché		R	
2023-10-09	CARREFOUR	-18	Alimentation:Supermarché		R	
2023-10-09	HEROKU	-6,05	Loisirs:Service Numérique		R	
2023-10-09	FREE TELECOM	9,99	Remboursements divers:Remboursement Internet-TV-Téléphone		R	
2023-10-09	CIC	-70	Retrait despèces		R	
2023-10-10	CARREFOUR	-12,99	Alimentation:Supermarché		R	
2023-10-10	CARREFOUR	-10,43	Alimentation:Supermarché		R	
2023-10-11	CARREFOUR	-18,71	Alimentation:Supermarché		R	
2023-10-11	CARREFOUR	-7,13	Alimentation:Supermarché		R	
2023-10-11	SYLVIE SANCTORUM	-250	Dettes personnelles		R	
2023-10-11	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-10-12	CARREFOUR	-15,23	Alimentation:Supermarché		R	
2023-10-12	CARREFOUR	-17,3	Alimentation:Supermarché		R	
2023-10-12	ATM	-300	Retrait despèces		R	
2023-10-13	BOULANGERIE THIE	-5,5	Alimentation:Boulangerie		R	
2023-10-13	FRANPRIX	-22,58	Alimentation:Supermarché		R	
2023-10-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-10-14	CARREFOUR	-15,41	Alimentation:Supermarché		R	
2023-10-14	CARREFOUR	-14	Alimentation:Supermarché		R	
2023-10-14	ATM	-60	Retrait despèces		R	
2023-10-14	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-10-15	ATM	-60	Retrait despèces		R	
2023-10-16	CARREFOUR	-11,87	Alimentation:Supermarché		R	
2023-10-17	CARREFOUR	-8,42	Alimentation:Supermarché		R	
2023-10-17	CARREFOUR	-15,26	Alimentation:Supermarché		R	
2023-10-18	CARREFOUR	-20,62	Alimentation:Supermarché		R	
2023-10-18	CARREFOUR	-7,88	Alimentation:Supermarché		R	
2023-10-18	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-10-18	AMAZON	-41,88	Logement:Equipement		R	
2023-10-18	PHARDEX	76,75	Revenus du travail:Remboursements de frais		R	
2023-10-19	CARREFOUR	-16,71	Alimentation:Supermarché		R	
2023-10-20	CARREFOUR	-18,33	Alimentation:Supermarché		R	
2023-10-20	CARREFOUR	-16,84	Alimentation:Supermarché		R	
2023-10-21	CARREFOUR	-10,85	Alimentation:Supermarché		R	
2023-10-21	CARREFOUR	-11,12	Alimentation:Supermarché		R	
2023-10-22	CARREFOUR	-11	Alimentation:Supermarché		R	
2023-10-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-10-23	CARREFOUR	-14,23	Alimentation:Supermarché		R	
2023-10-23	CARREFOUR	-11	Alimentation:Supermarché		R	
2023-10-24	CARREFOUR	-5,5	Alimentation:Supermarché		R	
2023-10-25	CARREFOUR	-19,35	Alimentation:Supermarché		R	
2023-10-25	TABAC PRESSE	-20,7	Junk:Tabac		R	
2023-10-25	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2023-10-25	ATM	-600	Retrait despèces		R	
2023-10-25	STE PHARDEX	4476,8	Revenus du travail:Salaire brut:Salaire net		R	
2023-10-26	CARREFOUR	-24,2	Alimentation:Supermarché		R	
2023-10-26	CARREFOUR	-20,85	Alimentation:Supermarché		R	
2023-10-26	GRAND PARIS SEINE OUEST	-4,15	Automobile:Stationnement		R	
2023-10-26	LYDIA	-9	Frais bancaires		R	
2023-10-27	CARREFOUR	-15,75	Alimentation:Supermarché		R	
2023-10-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-10-27	QPF HDV BS	-1,7	Non attribué		R	
2023-10-27	UBER	-13,15	Transport:VTC-Taxi		R	
2023-10-30	MR OU MME BONNEFOY	30	Dettes personnelles		R	
2023-10-31	LYDIA	-9,9	Frais bancaires		R	
2023-10-31	LOCCITANE	-36	Soins:Parfums-Produits de beauté		R	
2023-11-01	CARREFOUR	-19,05	Alimentation:Supermarché		R	
2023-11-01	VINCI	-44	Automobile:Stationnement		R	
2023-11-01	2THELOO RAILWAY	-1	Non attribué		R	
2023-11-01	ATM	-100	Retrait despèces		R	
2023-11-01	UBER	-24,31	Transport:VTC-Taxi		R	
2023-11-02	CMNE DE NEUILLY SUR SEINE	-2,6	Automobile:Stationnement		R	
2023-11-02	CMNE DE NEUILLY SUR SEINE	-2,6	Automobile:Stationnement		R	
2023-11-02	CMNE DE NEUILLY SUR SEINE	-5,2	Automobile:Stationnement		R	
2023-11-02	VINCI	-5	Automobile:Stationnement		R	
2023-11-03	CARREFOUR	-21,11	Alimentation:Supermarché		R	
2023-11-03	CARREFOUR	-22,82	Alimentation:Supermarché		R	
2023-11-03	TABAC PRESSE	-24,7	Junk:Tabac		R	
2023-11-03	ATM	-200	Retrait despèces		R	
2023-11-04	CARREFOUR	-15,51	Alimentation:Supermarché		R	
2023-11-04	CARREFOUR	-12,63	Alimentation:Supermarché		R	
2023-11-04	FRANPRIX	-20,23	Alimentation:Supermarché		R	
2023-11-04	AMAZON	-85,37	Logement:Equipement		R	
2023-11-04	MAISON BERGER PARIS	-56,7	Logement:Equipement		R	
2023-11-04	PHARMACIE TRAPEZE	-7,9	Santé:Paharmacie		R	
2023-11-05	CARREFOUR	-17,05	Alimentation:Supermarché		R	
2023-11-05	CIC	-40	Retrait despèces		R	
2023-11-06	CARREFOUR	-17,14	Alimentation:Supermarché		R	
2023-11-06	CARREFOUR	-13,54	Alimentation:Supermarché		R	
2023-11-06	MEDIUM	-4,71	Loisirs:Service Numérique		R	
2023-11-07	CARREFOUR	-22,67	Alimentation:Supermarché		R	
2023-11-07	CARREFOUR	-12,24	Alimentation:Supermarché		R	
2023-11-07	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-11-07	CIC	-150	Retrait despèces		R	
2023-11-08	CARREFOUR	-54,13	Alimentation:Supermarché		R	
2023-11-08	ROYAL PEREIRE	-9,8	Junk:Tabac		R	
2023-11-08	HEROKU	-15,94	Loisirs:Service Numérique		R	
2023-11-08	ROSETTA	-21	Non attribué		R	
2023-11-09	CARREFOUR	-8,53	Alimentation:Supermarché		R	
2023-11-09	CIC	-200	Retrait despèces		R	
2023-11-09	UBER	-18,29	Transport:VTC-Taxi		R	
2023-11-10	ATM	-20	Retrait despèces		R	
2023-11-11	CARREFOUR	-14,43	Alimentation:Supermarché		R	
2023-11-11	AMAZON	-36,99	Logement:Equipement		R	
2023-11-11	BRICORAMA	-45,75	Logement:Equipement		R	
2023-11-12	PETRIN RIBEIROU	-6,13	Alimentation:Boulangerie		R	
2023-11-12	GOOGLE DOMAINS	-12	Loisirs:Service Numérique		R	
2023-11-12	CIC	-100	Retrait despèces		R	
2023-11-13	CARREFOUR	-19,97	Alimentation:Supermarché		R	
2023-11-13	FRANPRIX	-31,7	Alimentation:Supermarché		R	
2023-11-13	LYDIA	-1,5	Frais bancaires		R	
2023-11-13	TABAC PRESSE	-30,2	Junk:Tabac		R	
2023-11-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-11-13	CIC	-60	Retrait despèces		R	
2023-11-14	CARREFOUR	-16,46	Alimentation:Supermarché		R	
2023-11-14	FRANPRIX	-17,2	Alimentation:Supermarché		R	
2023-11-14	LYDIA	-1	Frais bancaires		R	
2023-11-14	TABAC PRESSE	-17,9	Junk:Tabac		R	
2023-11-14	PINK POUSS	-39,53	Non attribué		R	
2023-11-14	ATM	-300	Retrait despèces		R	
2023-11-14	PHARMACIE TRAPEZE	-8,47	Santé:Paharmacie		R	
2023-11-15	CARREFOUR	-13,62	Alimentation:Supermarché		R	
2023-11-15	CARREFOUR	-12,9	Alimentation:Supermarché		R	
2023-11-15	LYDIA	-4,5	Frais bancaires		R	
2023-11-16	CARREFOUR	-12,29	Alimentation:Supermarché		R	
2023-11-16	CARREFOUR	-13,98	Alimentation:Supermarché		R	
2023-11-16	CARREFOUR	-14,32	Alimentation:Supermarché		R	
2023-11-16	MARCHAND NON COMMUNIQUÉ	0,04	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-11-16	ATM	-300	Retrait despèces		R	
2023-11-16	PHARDEX	881,5	Revenus du travail:Remboursements de frais		R	
2023-11-16	PHARMACIE TRAPEZE	-15	Santé:Paharmacie		R	
2023-11-17	CARREFOUR	-19,74	Alimentation:Supermarché		R	
2023-11-17	LYDIA	-4,5	Frais bancaires		R	
2023-11-18	CARREFOUR	-14,94	Alimentation:Supermarché		R	
2023-11-18	AMAZON	-205,99	Logement:Equipement		R	
2023-11-18	ATM	-150	Retrait despèces		R	
2023-11-19	CARREFOUR	-16,03	Alimentation:Supermarché		R	
2023-11-19	LYDIA	-2,25	Frais bancaires		R	
2023-11-20	CARREFOUR	-13,4	Alimentation:Supermarché		R	
2023-11-20	FRANPRIX	-30,15	Alimentation:Supermarché		R	
2023-11-20	TABAC PRESSE	-20,6	Junk:Tabac		R	
2023-11-20	AMMONITIA	-1061,26	Logement:Loyer		R	
2023-11-20	UBER	-17,37	Transport:VTC-Taxi		R	
2023-11-20	UBER	-23,34	Transport:VTC-Taxi		R	
2023-11-21	CARREFOUR	-19,65	Alimentation:Supermarché		R	
2023-11-21	CIC	-70	Retrait despèces		R	
2023-11-21	UBER	-0,09	Transport:VTC-Taxi		R	
2023-11-22	CARREFOUR	-18,74	Alimentation:Supermarché		R	
2023-11-22	LYDIA	-1,05	Frais bancaires		R	
2023-11-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-11-23	CARREFOUR	-18,77	Alimentation:Supermarché		R	
2023-11-23	FREE MOBILE	-55,88	Logement:Frais généraux:Téléphone mobile		R	
2023-11-24	CARREFOUR	-13,98	Alimentation:Supermarché		R	
2023-11-24	CARREFOUR	-85,76	Alimentation:Supermarché		R	
2023-11-24	PICARD	-21,58	Alimentation:Supermarché		R	
2023-11-24	ATM	-150	Retrait despèces		R	
2023-11-24	STE PHARDEX	1439,46	Revenus du travail:Salaire brut:Salaire net		R	
2023-11-25	CARREFOUR	-10,9	Alimentation:Supermarché		R	
2023-11-25	CARREFOUR	-11,94	Alimentation:Supermarché		R	
2023-11-25	LYDIA	-2,25	Frais bancaires		R	
2023-11-25	TABAC PRESSE	-9,3	Junk:Tabac		R	
